Source,Original_Sentence,Mapped_Phrases,Sentiment_Score,Dominant_Core_Node
Tao Te Ching Pr,Being and non -being beget each other;      The difficult and the easy complement each othe r;      The long and the short contrast with each other;      The high and the low point to each other;      The voice and its echo resound with each other;      Before and after follow each other.,non -being | -being beget | beget difficult | difficult easy | easy complement | complement othe | othe long | long short | short contrast | contrast high | high low | low point | point voice | voice echo | echo resound | resound follow,-0.1779,None
Tao Te Ching Pr,"3 Therefore, the Holy One  acts without effort     and teaches without speaking.",holy acts | acts effort | effort teaches | teaches speaking,0.0,None
Tao Te Ching Pr,"4 All things rise from him, yet he claims no sovereignty;      He multiplies all yet claims no possession;      He benefits all yet expects no return ;      He accomplishes all yet claims no credit;   5 He cl aims no credit yet endures forever.",rise yet | yet claims | claims sovereignty | sovereignty multiplies | multiplies yet | yet claims | claims possession | possession benefits | benefits yet | yet expects | expects return | return accomplishes | accomplishes yet | yet claims | claims credit | credit aims | aims credit | credit yet | yet endures | endures forever,0.128,None
Tao Te Ching Pr,"第二章       1 天下的人都知道以美为美﹐这就是丑了。都知道以善   为善﹐这就是恶了。   道德经：老子原文与译文     16 2 有和无是相互依存的﹐难和易是相互促成的﹐长和短互为比 较﹐高和下互为方向﹐声响和回音相呼应﹐前边与后边相   伴随。      3 所以圣人从事的事业﹐是排除一切人为努力的事业。圣人施 行的教化﹐是超乎一切言语之外的教化。    4 他兴起万物却不自以为大﹐生养而不据为己有﹐施予而不自 恃其能﹐成了也不自居其功。   5 他不自居其功﹐其功却永恆不灭。     原文   1 天下皆知美之为美﹐斯恶矣。皆知善之为善﹐斯不   善矣。   2 有无相生﹐难易相成﹐长短相形﹐高下相倾﹐音声相和﹐前 后相随。   3 是以圣人处无为之事﹐行不言之教。   4 万物作焉而不为始﹐生而不有﹐为而不恃﹐功成而不居。   5 夫唯不居﹐是以不去。             Tao Te Ching: Original Text and A Modern Interpretation     17 CHAPTER 3     1 Do not honor the virtuous, lest people contend.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation honor | honor virtuous | virtuous lest | lest people | people contend,-0.4412,ROOT_ACCESS
Tao Te Ching Pr,"2 Do not value hard -to-find treasures, lest people want to steal.",value hard | hard -to-find | -to-find treasures | treasures lest | lest people | people want | want steal,-0.212,None
Tao Te Ching Pr,"3 Do not evoke evil desires, lest people become restless.",evoke evil | evil desires | desires lest | lest people | people become | become restless,0.3434,None
Tao Te Ching Pr,"4 Therefore, the Holy One  rules by humbling people’s hearts,      Filling their stomachs,      Subduing their will,      And strengthening their bones.",holy rules | rules humbling | humbling people | people hearts | hearts filling | filling stomachs | stomachs subduing | subduing strengthening | strengthening bones,0.4939,None
Tao Te Ching Pr,"5 He makes them seek no knowledge  and have no desire;      Then, even the wise must curb their behavior.",makes seek | seek knowledge | IGNORANCE_PRIOR | wise curb | curb behavior,0.34,IGNORANCE_PRIOR
Tao Te Ching Pr,"6 Make no effort , and there will be no lack of order.",make effort | effort lack | lack order,-0.6908,None
Tao Te Ching Pr,"第三章       1不崇尚贤能之辈﹐方能使世人停止争斗。   2不看重珍奇财宝﹐方能使世人不去偷窃。   3不诱发邪情私欲﹐方能使世人平静安稳。   4所以圣人掌管万民﹐是使他们心里谦卑﹐腹里饱足﹐血气澹 化﹐筋骨强壮。   5人们常常处于不求知﹑无所欲的状态﹐那么﹐即使有卖弄智 慧的人﹐也不能胡作非为了。   6  遵从无为之道﹐则没有不太平之理。   道德经：老子原文与译文     18 原文   1不尚贤﹐使民不争。   2不贵难得之货﹐使民不为盗。   3不见可欲﹐使民心不乱。   4是以圣人之治﹐虚其心﹐实其腹﹐弱其志﹐强其骨。   5常使民无知无欲﹐使夫智者不敢为也。   6为无为﹐则 无不治。             Tao Te Ching: Original Text and A Modern Interpretation     19 CHAPTER 4     1 The power of the invisible Tao  is inexhaustible;      Deep like an abyss, he appears as the progenitor of all things.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | IGNORANCE_PRIOR | invisible | ROOT_ACCESS | inexhaustible deep | deep like | like abyss | abyss appears | appears progenitor,0.5859,ROOT_ACCESS
Tao Te Ching Pr,2 Abandon self -righteousness.,abandon | MIND_CONCEPT | -righteousness,-0.4404,MIND_CONCEPT
Tao Te Ching Pr,Come to the light .,come | ROOT_ACCESS,0.0,ROOT_ACCESS
Tao Te Ching Pr,Accep t that by nature you are dust.,accep | MATTER_CONCEPT | dust,0.0,MATTER_CONCEPT
Tao Te Ching Pr,The being then may be dimly visible in the distance.,dimly visible | visible distance,0.0,None
Tao Te Ching Pr,"3 I do not know whose child he is,       For he is before all visible gods.",know whose | whose child | child visible | visible gods,0.0,None
Tao Te Ching Pr,5                                                                5 This sentence often has been taken to  prove that Lao Tzu uses  Tao to deny the existence of God and thus breaks away from ancient  superstition.,sentence often | often taken | taken prove | prove lao | lao tzu | tzu uses | ROOT_ACCESS | deny existence | existence god | god thus | thus breaks | breaks away | away ancient | ancient superstition,0.0,ROOT_ACCESS
Tao Te Ching Pr,"In this sentence,   di (帝) obviously does not mean ―God.‖   Some people mistakenly  confuse ―Xiang D i‖ (象帝 ) with ―Shang Di‖ ( 上帝 ).",sentence obviously | obviously mean | mean god | god people | people mistakenly | mistakenly confuse | confuse xiang | xiang shang,-0.4215,None
Tao Te Ching Pr,"Xian g means ―image .‖  Lao Tzu often uses Shang  to describe  Heaven, heavenly virtue, h eavenly man.",xian means | means image | image lao | lao tzu | tzu often | often uses | uses shang | shang describe | describe heaven | heaven heavenly | heavenly virtue | virtue eavenly | MIND_CONCEPT,0.8779,MIND_CONCEPT
Tao Te Ching Pr,"He does not choose Shang in  this phrase on purpose, because the gods here are not th e ultimate  God.",choose shang | shang phrase | phrase purpose | purpose gods | gods ultimate | ultimate god,-0.2057,None
Tao Te Ching Pr,"Only Lao Tzu’s Tao matches the meaning of God, the only God  who is infinite, eternal, and self -existent.",lao tzu | ROOT_ACCESS | matches meaning | meaning god | god god | god infinite | infinite eternal | MIND_CONCEPT | -existent,0.4939,ROOT_ACCESS
Tao Te Ching Pr,"For further discussion,  please refer to Lao Tzu and the Bible , Part One, Chapter One, Se ction  B, 5 ―Spirits‖ and ―Gods .‖   道德经：老子原文与译文     20 第四章     1 道﹐空虚无形﹐其大能却无穷无尽﹐渊远深奥啊﹐像是万物 的祖宗。   2 放弃自以为是的锐气﹐摆脱纷纭万象的迷惑﹐和于生命的光 中﹐认同尘土的本相﹐便能在幽幽之中﹐看到（道 ）那似有似 无的存在。   3 我不知道他是谁生的﹐只知道他先于一切有形之帝。     原文   1 道冲而用之﹐久不盈﹐渊兮似万物之宗。   2 挫其锐﹐解其纷﹐和其光﹐同其尘﹐湛兮似或存。   3 吾不知其谁之子﹐象帝之先 6。                                                            6很多人用‚吾 不知其谁之子﹐象帝之先‛一句﹐証明老子用‚道‛来否 定上帝﹐破了古代的宗教迷信。这种解释不确切。这句话里的‚帝‛﹐显然并 不是今日所言上帝。有人说老子原文的‚象帝‛就是上帝﹐这是不对的。 ‚象‛就是象﹐是‚形象‛的意思﹐不是‚上‛的借用。因为老子常将‚上‛ 字用于‚上天﹑上德﹑上士‛等等﹐显然老子并非不懂‚上‛字的用法﹐也并 非不能使用‚上帝‛一词。老子不用‚上帝‛一词﹐显然是因为这个‚帝‛不 是至高无上的﹐不配使用‚上‛字作定语。因为唯有老子的‚道‛﹐才与今日 所言‚上帝‛之无限﹑永恆﹑自在的内涵相一致。   Tao Te Ching: Original Text and A Modern Interpretation     21 CHAPTER 5     1 Heaven and earth have no regard for benevolence ;      They view all creatures as straw dogs  offer ed to God.",discussion please | please refer | refer lao | lao tzu | tzu bible | bible part | part ction | ction spirits | spirits gods | ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation heaven | heaven earth | earth regard | regard benevolence | benevolence view | view creatures | creatures straw | straw dogs | dogs offer | offer god,0.8591,ROOT_ACCESS
Tao Te Ching Pr,Nor does the Holy One  have regard for benevolence ;      He likewise views common people as straw dogs .,holy regard | regard benevolence | benevolence likewise | likewise views | views common | common people | people straw | straw dogs,0.4019,None
Tao Te Ching Pr,2 The space between Heaven and earth —is it not like a bellows?,space heaven | heaven earth | earth like | like bellows,0.2937,None
Tao Te Ching Pr,"Still and ine xhaustible —     The more it moves, the more wind it creates.",still ine | ine xhaustible | xhaustible moves | moves wind | wind creates,0.3321,None
Tao Te Ching Pr,3 Many words lead to failure;       It is better to be restrained.,many words | words lead | lead failure | failure better | better restrained,-0.1027,None
Tao Te Ching Pr,第五章     1天地不理会世人所讲的仁义﹐在其看来﹐万物不过像是祭神 用的稻草狗。圣人也不理会世人所讲的仁义﹐在他眼里﹐百姓 不过像是祭神用的稻草狗。   2天地之间﹐不正像一个冶炼的风箱吗﹖虚静而无穷尽﹐越动 而风越多。   3话多有失﹐辞不达意﹐还是适可而止为妙。     原文 1天地不仁﹐以万物为刍狗。圣人不仁﹐以百姓为刍 狗。   道德经：老子原文与译文     22 2天地之间﹐其犹橐龠乎﹖虚而不屈﹐动而愈出。   3多言数穷﹐不如守中。       Tao Te Ching: Original Text and A Modern Interpretation     23 CHAPTER 6     1 The unfathomable God is immortal.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation unfathomable | unfathomable god | god immortal,0.6597,ROOT_ACCESS
Tao Te Ching Pr,This  gave bi rth to all mysteries.,gave rth | rth mysteries,0.0,None
Tao Te Ching Pr,2 From the gate of this motherly being come Heaven and earth.,gate motherly | motherly come | come heaven | heaven earth,0.5106,None
Tao Te Ching Pr,"Everlasting and dwelling in mystery ,   3 She is what she seems not.",everlasting dwelling | dwelling mystery | mystery seems,0.0258,None
Tao Te Ching Pr,第六章     1 幽悠无形之神﹐永生不死﹐是宇宙最深远的母体。   2 这个母体的门户﹐便是天地的根源。   3 冥冥之中﹐似非而是﹐延绵不绝﹐用之不尽。     原文   1 谷神不死﹐是谓玄牝。   2 玄牝之门﹐是谓天地根。   3 绵绵若存﹐用之不勤。           道德经：老子原文与译文     24 CHAPTER 7     1 Heaven and earth endure.,heaven earth | earth endure,0.5106,None
Tao Te Ching Pr,"They endure because they are not selfish or self -preserving;      Therefore, they live long.",endure selfish | MIND_CONCEPT | -preserving live | live long,0.3724,MIND_CONCEPT
Tao Te Ching Pr,"2 Likewise, the Holy One  thinks of himself last and comes first;      He disregards himself and finds himself enduring.",likewise holy | holy thinks | thinks last | last comes | comes first | first disregards | disregards finds | finds enduring,-0.34,None
Tao Te Ching Pr,"第七章     1 天长地久。天地之所以能长久﹐因为它不自贪自益其生﹐所 以能长生。   2 所以圣人把自己置于最后﹐他反而在前；把自身置之度外﹐ 他反而长存。   3 这不正是由于他无私﹐反而成全了他的私吗﹖     原文   1 天长地久。天地所以能长且久者﹐以其不自生﹐故能长 生。   2 是以圣人后其身而身先﹐外其身而身存。   3 非以其无私邪﹖故能成其私。     Tao Te Ching: Original Text and A Modern Interpretation     25 CHAPTER 8     1 The highest good is like water ,     Nourishing all things and not contending with them;   2 Dwelling in loathsome places and thus coming close to Tao ;  3 Dwelling among the lowly;      Great -hearted;      Loving in relationships;      Sincere in speech;      Establishing order in government;      Demonstrating ability in undertakings;      Perfect in its timing .",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation highest | highest good | good like | like water | water nourishing | nourishing contending | contending dwelling | dwelling loathsome | loathsome places | places thus | thus coming | coming close | ROOT_ACCESS | dwelling among | among lowly | lowly great | great -hearted | -hearted loving | loving relationships | relationships sincere | sincere speech | speech establishing | establishing order | order government | government demonstrating | demonstrating ability | ability undertakings | undertakings perfect | perfect timing,0.9705,ROOT_ACCESS
